id,name,price,rate,description,link_product
38,Tivi Neo Qled Samsung 65 Inch 4K Ultra HD QA65QN85B,32.490.000đ,5.0,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Tivi QLED', 'Màn hình': '65 inch', 'Bộ xử lý': 'Neo Quantum Processor 4K', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt, Chia sẻ màn hình điện thoại lên tivi, Trợ lý ảo Google Assistant, Điều khiển bằng điện thoại', 'Kích thước có chân': 'Ngang x cao x dày (144.63cm x 89.11cm x 28.57cm) Kích thước không chân đế'}",https://pico.vn/tivi-neo-qled-samsung-qa65qn85bakxxv-65-4k-ultra-hd-BPEW3624
39,Tivi Qled SAMSUNG 4K 43 Inch QA43Q60D,10.490.000đ,4.8,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Tivi QLED', 'Màn hình': '43 inch', 'Bộ xử lý': 'Bộ xử lý hình ảnh Quantum Processor Lite 4K: : Bộ xử lí Quantum Lite tối ưu hóa hình ảnh từ nguồn phát', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Ứng dụng phổ biến': 'HĐH Tizen, giao diện cải tiến, kho ứng dụng phong phú và nội dung 4K lớn nhất, Tích hợp ứng dụng Apple TV & AirPlay 2'}",https://pico.vn/tivi-qled-samsung-4k-43-inch-qa43q60d-QA43Q60D
40,Tivi Qled Samsung 4K 85 Inch QA85Q80C,61.990.000đ,4.8,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Tivi QLED', 'Màn hình': '85 inch', 'Bộ xử lý': 'Bộ xử lý Neural Quantum 4K AI 20 nơ-ron', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2023', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Kích thước có chân': 'Ngang 189.28 cm - Cao 114.38 cm - Dày 32.66 cm'}",https://pico.vn/tivi-qled-samsung-qa85q80c-85-inch-4k-ultra-hd-QA85Q80C
41,Tivi Qled Samsung 43 Inch 4K Ultra HD QA43Q7FA,10.490.000đ,4.9,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Tivi QLED', 'Màn hình': '43 inch', 'Bộ xử lý': 'Bộ xử lý Q4 AI Processor: Nâng cấp trải nghiệm giải trí với bộ xử lý trí tuệ AI', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2025', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Cổng giao tiếp và kết nối': 'Kết nối: 3x HDMI, 1 x USB –A | Wifi5, Bluetooth5.3'}",https://pico.vn/tivi-qled-samsung-qa43q7fa-43-inch-4k-ultra-hd-QA43Q7FA
42,[HTB] Tivi Qled Samsung 43 Inch 4K Ultra HD QA43Q7FA,12.790.000đ,4.9,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Tivi QLED', 'Màn hình': '43 inch', 'Bộ xử lý': 'Bộ xử lý Q4 AI Processor: Nâng cấp trải nghiệm giải trí với bộ xử lý trí tuệ AI', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2025', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Cổng giao tiếp và kết nối': 'Kết nối: 3x HDMI, 1 x USB –A | Wifi5, Bluetooth5.3'}",https://pico.vn/tivi-qled-samsung-43-inch-4k-ultra-hd-qa43q7fa-TBQA43Q7FA
43,[HTB] Tivi Qled Samsung 50 Inch 4K Ultra HD QA50Q7FA,15.900.000đ,4.8,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Tivi QLED', 'Màn hình': '50 inch', 'Bộ xử lý': 'Bộ xử lý Q4 AI Processor: Nâng cấp trải nghiệm giải trí với bộ xử lý trí tuệ AI', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2025', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Cổng giao tiếp và kết nối': 'Kết nối: 3x HDMI, 1 x USB –A | Wifi5, Bluetooth5.3'}",https://pico.vn/tivi-qled-samsung-50-inch-4k-ultra-hd-qa50q7fa-TBQA50Q7FA
44,[HTB] Tivi Qled Samsung 65 Inch 4K Ultra QA65Q7FA,19.990.000đ,4.8,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Tivi QLED', 'Màn hình': '65 inch', 'Bộ xử lý': 'Bộ xử lý Q4 AI Processor: Nâng cấp trải nghiệm giải trí với bộ xử lý trí tuệ AI', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2025', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Cổng giao tiếp và kết nối': 'Kết nối: 3x HDMI, 1 x USB –A | Wifi5, Bluetooth5.3'}",https://pico.vn/tivi-qled-samsung-65-inch-4k-ultra-qa65q7fa-TBQA65Q7FA
45,[HTB] Tivi Qled Samsung 75 Inch 4K Ultra HD QA75Q7FA,30.990.000đ,5.0,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Tivi QLED', 'Màn hình': '75 inch', 'Bộ xử lý': 'Bộ xử lý Q4 AI Processor: Nâng cấp trải nghiệm giải trí với bộ xử lý trí tuệ AI', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2025', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Cổng giao tiếp và kết nối': 'Kết nối: 3x HDMI, 1 x USB –A | Wifi5, Bluetooth5.3'}",https://pico.vn/tivi-qled-samsung-75-inch-4k-ultra-hd-qa75q7fa-TBQA75Q7FA
46,[HTB] Tivi Qled Samsung 50 Inch 4K Ultra HD QA50Q8FA,17.990.000đ,4.8,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Tivi QLED', 'Màn hình': '50 inch', 'Bộ xử lý': 'Bộ xử lý Q4 AI Processor: Nâng cấp trải nghiệm giải trí với bộ xử lý trí tuệ AI', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2025', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Cổng giao tiếp và kết nối': 'Kếtnối: 3x HDMI, 2 x USB –A | Wifi5, Bluetooth5.3'}",https://pico.vn/tivi-qled-samsung-50-inch-4k-ultra-hd-qa50q8fa-TBQA50Q8FA
47,[HTB] Tivi Qled Samsung 65 Inch 4K Ultra HD QA65Q8FA,23.990.000đ,4.8,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Tivi QLED', 'Màn hình': '65 inch', 'Bộ xử lý': 'Bộ xử lý Q4 AI Processor: Nâng cấp trải nghiệm giải trí với bộ xử lý trí tuệ AI', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2025', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Cổng giao tiếp và kết nối': 'Kết nối: 3x HDMI, 2 x USB –A | Wifi5, Bluetooth5.3'}",https://pico.vn/tivi-qled-samsung-65-inch-4k-ultra-hd-qa65q8fa-TBQA65Q8FA
48,Tivi Qled Samsung 75 Inch 4K Ultra HD QA75Q6FA,28.900.000đ,5.0,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Smart Tivi, Tivi QLED', 'Màn hình': '75 inch', 'Bộ xử lý': 'Bộ xử lý Q4 Lite', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2025', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Cổng giao tiếp và kết nối': 'USB-A, HDMI, Ethernet (LAN)\nBluetooth, Wi-Fi 5', 'Kích thước có chân': '1668.1 x 1005.9 x 280 mm'}",https://pico.vn/tivi-qled-samsung-75-inch-4k-ultra-hd-qa75q6fa-QA75Q6FA
49,Tivi Qled Samsung 65 Inch 4K Ultra HD QA65Q6FA,21.000.000đ,4.9,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Smart Tivi, Tivi QLED', 'Màn hình': '65 inch', 'Bộ xử lý': 'Bộ xử lý Q4 Lite', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2025', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Cổng giao tiếp và kết nối': 'USB-A, HDMI, Ethernet (LAN)\nBluetooth, Wi-Fi 5', 'Kích thước có chân': '1444.1 x 882.2 x 222 mm'}",https://pico.vn/tivi-qled-samsung-65-inch-4k-ultra-hd-qa65q6fa-QA65Q6FA
50,Tivi Qled Samsung 55 Inch 4K Ultra HD QA55Q6FA,16.600.000đ,4.8,"{'Thương hiệu': 'SAMSUNG', 'Loại Tivi': 'Smart Tivi, Tivi QLED', 'Màn hình': '55 inch', 'Bộ xử lý': 'Bộ xử lý Q4 Lite', 'Độ phân giải': '4K', 'Hệ điều hành': 'TizenOS', 'Nơi sản xuất': 'Việt Nam', 'Năm ra mắt': '2025', 'Tiện ích': 'Tìm kiếm bằng giọng nói tiếng Việt', 'Cổng giao tiếp và kết nối': 'USB-A, HDMI, Ethernet (LAN)\nBluetooth, Wi-Fi 5', 'Kích thước có chân': '1224.6 x 759.1 x 199 mm'}",https://pico.vn/tivi-qled-samsung-55-inch-4k-ultra-hd-qa55q6fa-QA55Q6FA
